blueprint_name,product_type_id,research_pe_time,research_me_time,copy_time,invention_time,manufacturing_time,max_copy_run,base_waste,blueprint_type_id
Medium Biochemical Reactor Array Blueprint,22634,216000,216000,216000,216000,10800,5,10,2793
Phase Inversion Battery Blueprint,17175,216000,216000,216000,216000,10800,5,10,2794
Polymer Reactor Array Blueprint,30656,345600,345600,345600,345600,17280,5,10,2795
Spatial Destabilization Battery Blueprint,17176,216000,216000,216000,216000,10800,5,10,2796
Simple Reactor Array Blueprint,20175,216000,216000,216000,216000,10800,5,10,2797
White Noise Generation Battery Blueprint,17177,216000,216000,216000,216000,10800,5,10,2798
Energy Neutralizing Battery Blueprint,27672,216000,216000,216000,216000,10800,5,10,2799
Jump Bridge Blueprint,27897,864000,864000,864000,864000,43200,5,10,2800
Large Blaster Battery Blueprint,17402,216000,216000,216000,216000,10800,5,10,2803
Large Railgun Battery Blueprint,16692,216000,216000,216000,216000,10800,5,10,2804
Large Artillery Battery Blueprint,16689,216000,216000,216000,216000,10800,5,10,2805
Medium Blaster Battery Blueprint,17403,162000,162000,162000,162000,8100,5,10,2806
Large AutoCannon Battery Blueprint,17770,216000,216000,216000,216000,10800,5,10,2807
Medium Railgun Battery Blueprint,16691,162000,162000,162000,162000,8100,5,10,2808
Medium Artillery Battery Blueprint,16688,162000,162000,162000,162000,8100,5,10,2810
Small Blaster Battery Blueprint,17404,108000,108000,108000,108000,5400,5,10,2813
Medium AutoCannon Battery Blueprint,17771,162000,162000,162000,162000,8100,5,10,2814
Small Railgun Battery Blueprint,16690,108000,108000,108000,108000,5400,5,10,2815
Small Artillery Battery Blueprint,16631,108000,108000,108000,108000,5400,5,10,2816
Small AutoCannon Battery Blueprint,17772,108000,108000,108000,108000,5400,5,10,2819
Experimental Laboratory Blueprint,24567,345600,345600,345600,345600,17280,5,10,2820
Mobile Laboratory Blueprint,16216,345600,345600,345600,345600,17280,5,10,2821
Citadel Torpedo Battery Blueprint,17773,216000,216000,216000,216000,10800,5,10,2822
Cruise Missile Battery Blueprint,16696,162000,162000,162000,162000,8100,5,10,2823
Torpedo Battery Blueprint,16697,162000,162000,162000,162000,8100,5,10,2824
Small Pulse Laser Battery Blueprint,17408,108000,108000,108000,108000,5400,5,10,2825
Small Beam Laser Battery Blueprint,17167,108000,108000,108000,108000,5400,5,10,2826
Medium Pulse Laser Battery Blueprint,17407,162000,162000,162000,162000,8100,5,10,2827
Medium Beam Laser Battery Blueprint,17168,162000,162000,162000,162000,8100,5,10,2828
Large Pulse Laser Battery Blueprint,17406,216000,216000,216000,216000,10800,5,10,2829
Large Beam Laser Battery Blueprint,16694,216000,216000,216000,216000,10800,5,10,2830
Utu Blueprint,2834,120,120,120,120,120,1000,5,2835
Adrestia Blueprint,2836,240000,240000,240000,180000,12000,1000,10,2837
Cerebral Accelerator Blueprint,2838,36000,36000,36000,360000,1800,1000,10,2839
Primae Blueprint,2863,240000,240000,240000,2400000,12000,1000,10,2864
Shadow Blueprint,2948,270000,180000,450000,12000,45000,10,10,2949
Noctis Blueprint,2998,240000,240000,240000,180000,12000,15,10,3039
Warp Disruptor I Blueprint,3242,12000,12000,12000,9000,600,300,10,3243
Revenant Blueprint,3514,15360000,10240000,5120000,2400000,2560000,1,10,3515
Medium Armor Repairer I Blueprint,3528,12000,12000,12000,9000,600,300,10,3529
Echelon Blueprint,3532,120000,120000,120000,90000,6000,1000,10,3533
Capital Inefficient Armor Repair Unit Blueprint,3534,540000,360000,900000,120000,90000,1000,10,3535
Capital Coaxial Remote Armor Repairer Blueprint,3536,540000,360000,900000,120000,90000,1000,10,3537
Large Armor Repairer I Blueprint,3538,12000,12000,12000,9000,600,300,10,3539
Capital Neutron Saturation Injector I Blueprint,3542,540000,360000,900000,120000,90000,1000,10,3543
Capital Murky Remote Shield Booster Blueprint,3544,540000,360000,900000,120000,90000,1000,10,3545
Limited Mega Ion Siege Blaster I Blueprint,3546,540000,360000,900000,120000,90000,1000,10,3547
Cap Booster 75 Blueprint,3552,2400,2400,2400,24000,120,1500,10,3553
Cap Booster 100 Blueprint,3554,2400,2400,2400,24000,120,1500,10,3555
Dual 1000mm 'Scout' I Accelerator Cannon Blueprint,3550,540000,360000,900000,120000,90000,1000,10,3557
Dual Modal Giga Pulse Laser I Blueprint,3559,540000,360000,900000,120000,90000,1000,10,3560
Dual Giga Modal Laser I Blueprint,3561,540000,360000,900000,120000,90000,1000,10,3562
'Limos' Citadel Cruise Launcher I Blueprint,3563,540000,360000,900000,120000,90000,1000,10,3564
Small Capacitor Booster I Blueprint,3566,12000,12000,12000,9000,600,300,10,3567
Shock 'Limos' Citadel Torpedo Bay I Blueprint,3565,540000,360000,900000,120000,90000,1000,10,3570
Quad 3500mm Gallium I Cannon Blueprint,3571,540000,360000,900000,120000,90000,1000,10,3572
6x2500mm Heavy Gallium I Repeating Cannon Blueprint,3573,540000,360000,900000,120000,90000,1000,10,3574
Heavy Capacitor Booster I Blueprint,3576,12000,12000,12000,9000,600,300,10,3577
Capital Murky Remote Capacitor Transmitter Blueprint,3575,540000,360000,900000,120000,90000,1000,10,3580
Purloined Sansha Data Analyzer Blueprint,3581,12000,12000,12000,9000,600,1000,10,3582
Small Remote Shield Booster I Blueprint,3586,12000,12000,12000,9000,600,300,10,3587
Mangled Sansha Data Analyzer Blueprint,3585,12000,12000,12000,9000,600,1000,10,3590
Medium Remote Shield Booster I Blueprint,3596,12000,12000,12000,9000,600,300,10,3597
Large Remote Shield Booster I Blueprint,3606,12000,12000,12000,9000,600,300,10,3607
Capital Remote Shield Booster I Blueprint,3616,540000,360000,900000,120000,90000,10,10,3617
Medium Hull Repairer I Blueprint,3653,12000,12000,12000,9000,600,300,10,3654
Large Hull Repairer I Blueprint,3663,12000,12000,12000,9000,600,300,10,3664
Cobra Mine Blueprint,3733,2400,2400,2400,24000,120,1500,5,3734
Anaconda Mine Blueprint,3735,2400,2400,2400,24000,120,1500,5,3736
Asp Mine Blueprint,3737,2400,2400,2400,24000,120,1500,5,3738
SOCT 1 Blueprint,3751,120000,120000,120000,1200000,6000,30,10,3752
SOCT 2 Blueprint,3753,120000,120000,120000,1200000,6000,30,10,3754
Leviathan Blueprint,3764,30720000,20480000,10240000,7200000,5120000,1,10,3765
Vigil Blueprint,3766,120000,120000,120000,90000,6000,30,10,3767
Amarr Police Frigate Blueprint,3768,120000,120000,120000,1200000,6000,30,10,3769
Data Subverter I Blueprint,3793,12000,12000,12000,9000,600,1000,10,3794
Medium Shield Extender I Blueprint,3829,12000,12000,12000,9000,600,300,10,3830
Large Shield Extender I Blueprint,3839,12000,12000,12000,9000,600,300,10,3840
Clones Blueprint,3923,120,120,120,120,120,1000,5,3927
Hardware Blueprint,3922,120,120,120,120,120,1000,5,3928
Medium Proton Smartbomb I Blueprint,3937,12000,12000,12000,9000,600,300,10,3938
Medium Graviton Smartbomb I Blueprint,3941,12000,12000,12000,9000,600,300,10,3942
Medium Plasma Smartbomb I Blueprint,3947,12000,12000,12000,9000,600,300,10,3948
Medium EMP Smartbomb I Blueprint,3953,12000,12000,12000,9000,600,300,10,3954
Customs Office Gantry Blueprint,3962,432000,4320000,432000,432000,21600,1000,0,3963
Large Proton Smartbomb I Blueprint,3977,12000,12000,12000,9000,600,300,10,3978
Large Graviton Smartbomb I Blueprint,3981,12000,12000,12000,9000,600,300,10,3982
Large Plasma Smartbomb I Blueprint,3987,12000,12000,12000,9000,600,300,10,3988
Large EMP Smartbomb I Blueprint,3993,12000,12000,12000,9000,600,300,10,3994
Scorpion Ishukone Watch Blueprint,4005,360000,360000,360000,270000,18000,1000,10,4006
Oracle Blueprint,4302,240000,360000,360000,225000,15000,15,10,4305
Naga Blueprint,4306,240000,360000,360000,225000,15000,15,10,4307
Talos Blueprint,4308,240000,360000,360000,225000,15000,15,10,4309
Tornado Blueprint,4310,240000,360000,360000,225000,15000,15,10,4311
Gallente Fuel Block Blueprint,4312,12000,12000,12000,9000,300,300,5,4313
Caldari Fuel Block Blueprint,4051,12000,12000,12000,9000,300,300,5,4314
Amarr Fuel Block Blueprint,4247,12000,12000,12000,9000,300,300,5,4315
Minmatar Fuel Block Blueprint,4246,12000,12000,12000,9000,300,300,5,4316
Miasmos Quafe Ultra Edition Blueprint,4363,240000,240000,240000,180000,12000,1000,10,4364
Small Targeting Amplifier I Blueprint,4369,30000,30000,30000,22500,1500,1000,10,4370
Large Micro Jump Drive Blueprint,4383,12000,12000,12000,9000,600,300,10,4384
Mobile Large Jump Disruptor I Blueprint,4386,480000,360000,400000,36000,40000,10,10,4387
Miasmos Quafe Ultramarine Edition Blueprint,4388,240000,240000,240000,180000,12000,1000,10,4389
Large Ancillary Shield Booster Blueprint,4391,12000,12000,12000,9000,600,300,10,4392
Drone Damage Amplifier I Blueprint,4393,12000,12000,12000,9000,600,300,10,4394
Medium Processor Overclocking Unit I Blueprint,4395,60000,60000,60000,45000,3000,300,10,4396
Large Processor Overclocking Unit I Blueprint,4397,120000,120000,120000,90000,6000,300,10,4398
Reactive Armor Hardener Blueprint,4403,12000,12000,12000,9000,600,300,10,4404
Shield Booster Fuel Allocation Script Blueprint,4407,6000,6000,6000,4500,300,1000,10,4408
Target Spectrum Breaker Blueprint,4409,12000,12000,12000,9000,600,300,10,4410
Magnetic Field Stabilizer I Blueprint,9944,12000,12000,12000,9000,600,300,10,9945
Civilian Shield Booster Blueprint,10039,12000,12000,12000,120000,600,300,10,10040
Mining Drone I Blueprint,10246,9600,9600,9600,7200,480,1500,10,10247
Rocket Launcher I Blueprint,10629,12000,12000,12000,9000,600,300,10,10630
Countermeasure Launcher I Blueprint,10642,12000,12000,12000,120000,600,300,10,10643
125mm Railgun I Blueprint,10678,12000,12000,12000,9000,600,300,10,10679
Medium Shield Booster I Blueprint,10836,12000,12000,12000,9000,600,300,10,10837
Large Shield Booster I Blueprint,10838,12000,12000,12000,9000,600,300,10,10839
X-Large Shield Booster I Blueprint,10840,12000,12000,12000,9000,600,300,10,10841
Guardian-Vexor Blueprint,11011,240000,240000,240000,2400000,12000,15,10,11012
Talisman Alpha Blueprint,19534,12000,12000,12000,120000,600,300,10,11074
Gallente Shuttle Blueprint,11129,120000,120000,120000,90000,2000,30,10,11130
Minmatar Shuttle Blueprint,11132,120000,120000,120000,90000,2000,30,10,11133
Amarr Shuttle Blueprint,11134,120000,120000,120000,90000,2000,30,10,11135
Basic Energized EM Membrane Blueprint,11215,12000,12000,12000,120000,600,300,10,11216
Energized EM Membrane I Blueprint,11217,12000,12000,12000,9000,600,300,10,11218
Basic Energized Explosive Membrane Blueprint,11225,12000,12000,12000,120000,600,300,10,11226
Energized Explosive Membrane I Blueprint,11227,12000,12000,12000,9000,600,300,10,11228
Basic Energized Armor Layering Membrane Blueprint,11235,12000,12000,12000,120000,600,300,10,11236
Energized Armor Layering Membrane I Blueprint,11237,12000,12000,12000,9000,600,300,10,11238
Basic Energized Kinetic Membrane Blueprint,11245,12000,12000,12000,120000,600,300,10,11246
Energized Kinetic Membrane I Blueprint,11247,12000,12000,12000,9000,600,300,10,11248
Basic Energized Thermic Membrane Blueprint,11255,12000,12000,12000,120000,600,300,10,11256
Energized Thermic Membrane I Blueprint,11257,12000,12000,12000,9000,600,300,10,11258
Basic Energized Adaptive Nano Membrane Blueprint,11265,12000,12000,12000,120000,600,300,10,11266
Energized Adaptive Nano Membrane I Blueprint,11267,12000,12000,12000,9000,600,300,10,11268
Armor Thermic Hardener I Blueprint,11277,12000,12000,12000,9000,600,300,10,11278
1600mm Reinforced Steel Plates I Blueprint,11279,12000,12000,12000,9000,600,300,10,11280
Cap Booster 150 Blueprint,11283,2400,2400,2400,24000,120,1500,10,11284
Cap Booster 200 Blueprint,11285,2400,2400,2400,24000,120,1500,10,11286
Cap Booster 400 Blueprint,11287,2400,2400,2400,24000,120,1500,10,11288
Cap Booster 800 Blueprint,11289,2400,2400,2400,24000,120,1500,10,11290
50mm Reinforced Steel Plates I Blueprint,11291,12000,12000,12000,9000,600,300,10,11292
100mm Reinforced Steel Plates I Blueprint,11293,12000,12000,12000,9000,600,300,10,11294
200mm Reinforced Steel Plates I Blueprint,11295,12000,12000,12000,9000,600,300,10,11296
400mm Reinforced Steel Plates I Blueprint,11297,12000,12000,12000,9000,600,300,10,11298
800mm Reinforced Steel Plates I Blueprint,11299,12000,12000,12000,9000,600,300,10,11300
Armor EM Hardener I Blueprint,11301,12000,12000,12000,9000,600,300,10,11302
Armor Explosive Hardener I Blueprint,11303,12000,12000,12000,9000,600,300,10,11304
Armor Kinetic Hardener I Blueprint,11305,12000,12000,12000,9000,600,300,10,11306
Small Remote Armor Repairer I Blueprint,11355,12000,12000,12000,9000,600,300,10,11356
Medium Remote Armor Repairer I Blueprint,11357,12000,12000,12000,9000,600,300,10,11358
Large Remote Armor Repairer I Blueprint,11359,12000,12000,12000,9000,600,300,10,11360
Shield Boost Amplifier I Blueprint,11561,12000,12000,12000,9000,600,300,10,11562
Micro Auxiliary Power Core I Blueprint,11563,12000,12000,12000,9000,600,300,10,11564
Avatar Blueprint,11567,30720000,20480000,10240000,7200000,5120000,1,10,11568
Heat Sink I Blueprint,2363,12000,12000,12000,9000,600,300,10,11612
Warp Core Stabilizer I Blueprint,10998,12000,12000,12000,9000,600,300,10,11613
Tracking Disruptor I Blueprint,2108,12000,12000,12000,9000,600,300,10,11614
Tracking Enhancer I Blueprint,1998,12000,12000,12000,9000,600,300,10,11616
Remote Tracking Computer I Blueprint,2103,12000,12000,12000,9000,600,300,10,11617
Co-Processor I Blueprint,3887,12000,12000,12000,9000,600,300,10,11619
Sensor Booster I Blueprint,1973,12000,12000,12000,9000,600,300,10,11620
Tracking Computer I Blueprint,1977,12000,12000,12000,9000,600,300,10,11621
ECCM - Gravimetric I Blueprint,2004,12000,12000,12000,9000,600,300,10,11622
ECCM - Ladar I Blueprint,2002,12000,12000,12000,9000,600,300,10,11623
ECCM - Magnetometric I Blueprint,2003,12000,12000,12000,9000,600,300,10,11624
ECCM - Radar I Blueprint,1947,12000,12000,12000,9000,600,300,10,11625
ECCM - Omni I Blueprint,2005,12000,12000,12000,9000,600,300,10,11626
ECM - Ion Field Projector I Blueprint,1948,12000,12000,12000,9000,600,300,10,11628
ECM - Multispectral Jammer I Blueprint,1957,12000,12000,12000,9000,600,300,10,11629
ECM - Phase Inverter I Blueprint,1958,12000,12000,12000,9000,600,300,10,11630
ECM - Spatial Destabilizer I Blueprint,1955,12000,12000,12000,9000,600,300,10,11631
ECM - White Noise Generator I Blueprint,1956,12000,12000,12000,9000,600,300,10,11632
Signal Amplifier I Blueprint,1986,12000,12000,12000,9000,600,300,10,11634
ECCM Projector I Blueprint,1959,12000,12000,12000,9000,600,300,10,11770
Remote Sensor Booster I Blueprint,1963,12000,12000,12000,9000,600,300,10,11798
Remote Sensor Dampener I Blueprint,1968,12000,12000,12000,9000,600,300,10,11803
Gravimetric Backup Array I Blueprint,2579,12000,12000,12000,9000,600,300,10,11820
LADAR Backup Array I Blueprint,2583,12000,12000,12000,9000,600,300,10,11824
Magnetometric Backup Array I Blueprint,2587,12000,12000,12000,9000,600,300,10,11828
Multi Sensor Backup Array I Blueprint,2591,12000,12000,12000,9000,600,300,10,11832
RADAR Backup Array I Blueprint,4013,12000,12000,12000,9000,600,300,10,11836
Apocalypse Imperial Issue Blueprint,11936,360000,360000,360000,3600000,18000,10,10,11937
Armageddon Imperial Issue Blueprint,11938,360000,360000,360000,3600000,18000,10,10,11939
10MN Microwarpdrive I Blueprint,12052,12000,12000,12000,9000,600,300,10,12053
100MN Microwarpdrive I Blueprint,12054,12000,12000,12000,9000,600,300,10,12055
10MN Afterburner I Blueprint,12056,12000,12000,12000,9000,600,300,10,12057
100MN Afterburner I Blueprint,12066,12000,12000,12000,9000,600,300,10,12067
Deep Core Mining Laser I Blueprint,12108,30000,20000,500000,75000,5000,100,10,12109
Medium Remote Capacitor Transmitter I Blueprint,12217,12000,12000,12000,9000,600,300,10,12218
Capital Remote Capacitor Transmitter I Blueprint,12219,540000,360000,900000,120000,90000,10,10,12220
Large Remote Capacitor Transmitter I Blueprint,12225,12000,12000,12000,9000,600,300,10,12226
Medium Nosferatu I Blueprint,12257,12000,12000,12000,9000,600,300,10,12258
Heavy Nosferatu I Blueprint,12261,12000,12000,12000,9000,600,300,10,12262
Medium Energy Neutralizer I Blueprint,12265,12000,12000,12000,9000,600,300,10,12266
Heavy Energy Neutralizer I Blueprint,12269,12000,12000,12000,9000,600,300,10,12270
Ballistic Control System I Blueprint,12274,12000,12000,12000,9000,600,300,10,12275
Mobile Small Warp Disruptor I Blueprint,12198,120000,90000,100000,9000,10000,10,10,12297
Mobile Medium Warp Disruptor I Blueprint,12199,240000,180000,200000,18000,20000,10,10,12300
Mobile Large Warp Disruptor I Blueprint,12200,480000,360000,400000,36000,40000,10,10,12301
200mm Railgun I Blueprint,12344,12000,12000,12000,9000,600,300,10,12345
350mm Railgun I Blueprint,12354,12000,12000,12000,9000,600,300,10,12355
Target Painter I Blueprint,12709,12000,12000,12000,9000,600,300,10,12710
Small Active Stealth System I Blueprint,12711,12000,12000,12000,120000,600,1000,10,12712
Medium Active Stealth System I Blueprint,12713,12000,12000,12000,120000,600,1000,10,12714
Large Active Stealth System I Blueprint,12715,12000,12000,12000,120000,600,1000,10,12716
Huge Active Stealth System I Blueprint,12717,12000,12000,12000,120000,600,1000,10,12718
Prototype Cloaking Device I Blueprint,11370,36000,48000,800000,120000,8000,100,10,13000
Megathron Federate Issue Blueprint,13202,360000,360000,360000,3600000,18000,10,10,13203
Cruise Missile Launcher I Blueprint,13320,12000,12000,12000,9000,600,300,10,13321
Vespa I Blueprint,15508,9600,9600,9600,7200,480,1500,10,15509
Valkyrie I Blueprint,15510,9600,9600,9600,7200,480,1500,10,15511
Caldari Navy Co-Processor Blueprint,15675,12000,12000,12000,120000,600,1000,10,15676
Federation Navy Co-Processor Blueprint,15677,12000,12000,12000,120000,600,1000,10,15678
Caldari Navy Ballistic Control System Blueprint,15681,12000,12000,12000,120000,600,1000,10,15682
Republic Fleet Ballistic Control System Blueprint,15683,12000,12000,12000,120000,600,1000,10,15684
Imperial Navy Thermic Plating Blueprint,15685,12000,12000,12000,120000,600,1000,10,15686
Imperial Navy Reflective Plating Blueprint,15687,12000,12000,12000,120000,600,1000,10,15688
Imperial Navy Reactive Plating Blueprint,15689,12000,12000,12000,120000,600,1000,10,15690
Imperial Navy Magnetic Plating Blueprint,15691,12000,12000,12000,120000,600,1000,10,15692
Imperial Navy Adaptive Nano Plating Blueprint,15693,12000,12000,12000,120000,600,1000,10,15694
Republic Fleet Thermic Plating Blueprint,15695,12000,12000,12000,120000,600,1000,10,15696
Republic Fleet Reflective Plating Blueprint,15697,12000,12000,12000,120000,600,1000,10,15698
Republic Fleet Reactive Plating Blueprint,15699,12000,12000,12000,120000,600,1000,10,15700
Republic Fleet Magnetic Plating Blueprint,15701,12000,12000,12000,120000,600,1000,10,15702
Republic Fleet Adaptive Nano Plating Blueprint,15703,12000,12000,12000,120000,600,1000,10,15704
Imperial Navy Armor Thermic Hardener Blueprint,15705,120000,120000,120000,1200000,2250,1000,10,15706
Imperial Navy Armor Kinetic Hardener Blueprint,15707,120000,120000,120000,1200000,2250,1000,10,15708
Imperial Navy Armor Explosive Hardener Blueprint,15709,120000,120000,120000,1200000,2250,1000,10,15710
Imperial Navy Armor EM Hardener Blueprint,15711,120000,120000,120000,1200000,2250,1000,10,15712
Republic Fleet Armor Thermic Hardener Blueprint,15713,120000,120000,120000,1200000,2250,1000,10,15714
Republic Fleet Armor Kinetic Hardener Blueprint,15715,120000,120000,120000,1200000,2250,1000,10,15716
Republic Fleet Armor Explosive Hardener Blueprint,15717,120000,120000,120000,1200000,2250,1000,10,15718
Republic Fleet Armor EM Hardener Blueprint,15719,120000,120000,120000,1200000,2250,1000,10,15720
Imperial Navy Energized Thermic Membrane Blueprint,15721,12000,12000,12000,120000,600,1000,10,15722
Imperial Navy Energized EM Membrane Blueprint,15723,12000,12000,12000,120000,600,1000,10,15724
Imperial Navy Energized Explosive Membrane Blueprint,15725,12000,12000,12000,120000,600,1000,10,15726
Imperial Navy Energized Kinetic Membrane Blueprint,15727,12000,12000,12000,120000,600,1000,10,15728
Imperial Navy Energized Adaptive Nano Membrane Blueprint,15729,12000,12000,12000,120000,600,1000,10,15730
Federation Navy Energized Thermic Membrane Blueprint,15731,12000,12000,12000,120000,600,1000,10,15732
Federation Navy Energized EM Membrane Blueprint,15733,12000,12000,12000,120000,600,1000,10,15734
Federation Navy Energized Explosive Membrane Blueprint,15735,12000,12000,12000,120000,600,1000,10,15736
Federation Navy Energized Kinetic Membrane Blueprint,15737,12000,12000,12000,120000,600,1000,10,15738
Federation Navy Energized Adaptive Nano Membrane Blueprint,15739,12000,12000,12000,120000,600,1000,10,15740
Republic Fleet 1MN Microwarpdrive Blueprint,15747,12000,12000,12000,120000,600,1000,10,15748
Republic Fleet 1MN Afterburner Blueprint,15749,12000,12000,12000,120000,600,1000,10,15750
Republic Fleet 10MN Microwarpdrive Blueprint,15751,12000,12000,12000,120000,600,1000,10,15752
Republic Fleet 10MN Afterburner Blueprint,15753,12000,12000,12000,120000,600,1000,10,15754
Republic Fleet 100MN Microwarpdrive Blueprint,15755,12000,12000,12000,120000,600,1000,10,15756
Republic Fleet 100MN Afterburner Blueprint,15757,12000,12000,12000,120000,600,1000,10,15758
Federation Navy 1MN Microwarpdrive Blueprint,15759,12000,12000,12000,120000,600,1000,10,15760
Federation Navy 1MN Afterburner Blueprint,15761,12000,12000,12000,120000,600,1000,10,15762
Federation Navy 10MN Microwarpdrive Blueprint,15764,12000,12000,12000,120000,600,1000,10,15765
Federation Navy 10MN Afterburner Blueprint,15766,12000,12000,12000,120000,600,1000,10,15767
Federation Navy 100MN Microwarpdrive Blueprint,15768,12000,12000,12000,120000,600,1000,10,15769
Federation Navy 100MN Afterburner Blueprint,15770,12000,12000,12000,120000,600,1000,10,15771
Ammatar Navy Small Capacitor Booster Blueprint,15772,12000,12000,12000,120000,600,1000,10,15773
Ammatar Navy Medium Capacitor Booster Blueprint,15776,12000,12000,12000,120000,600,1000,10,15777
Ammatar Navy Heavy Capacitor Booster Blueprint,15778,12000,12000,12000,120000,600,1000,10,15779
Imperial Navy Small Capacitor Booster Blueprint,15780,12000,12000,12000,120000,600,1000,10,15781
Imperial Navy Micro Capacitor Booster Blueprint,15782,12000,12000,12000,120000,600,1000,10,15783
Imperial Navy Medium Capacitor Booster Blueprint,15784,12000,12000,12000,120000,600,1000,10,15785
Imperial Navy Heavy Capacitor Booster Blueprint,15786,12000,12000,12000,120000,600,1000,10,15787
Ammatar Navy Cap Recharger Blueprint,15788,12000,12000,12000,120000,600,1000,10,15789
Caldari Navy Cloaking Device Blueprint,15790,36000,48000,800000,120,8000,1000,10,15791
Federation Navy Tracking Computer Blueprint,15792,12000,12000,12000,120000,600,1000,10,15793
Ammatar Navy Small Energy Neutralizer Blueprint,15794,12000,12000,12000,120000,600,1000,10,15795
Ammatar Navy Medium Energy Neutralizer Blueprint,15796,12000,12000,12000,120000,1000,1000,10,15797
Ammatar Navy Heavy Energy Neutralizer Blueprint,15798,12000,12000,12000,120000,2000,1000,10,15799
Imperial Navy Small Energy Neutralizer Blueprint,15800,12000,12000,12000,120000,600,1000,10,15801
Imperial Navy Medium Energy Neutralizer Blueprint,15802,12000,12000,12000,120000,1000,1000,10,15803
Imperial Navy Heavy Energy Neutralizer Blueprint,15804,12000,12000,12000,120000,2000,1000,10,15805
Republic Fleet Gyrostabilizer Blueprint,15806,12000,12000,12000,120000,600,1000,10,15807
Ammatar Navy Heat Sink Blueprint,15808,12000,12000,12000,120000,600,1000,10,15809
Imperial Navy Heat Sink Blueprint,15810,12000,12000,12000,120000,600,1000,10,15811
Caldari Navy 350mm Railgun Blueprint,15818,12000,12000,12000,120000,600,1000,10,15819
Caldari Navy 200mm Railgun Blueprint,15821,12000,12000,12000,120000,600,1000,10,15822
Federation Navy 350mm Railgun Blueprint,15838,12000,12000,12000,120000,600,1000,10,15839
Federation Navy 200mm Railgun Blueprint,15841,12000,12000,12000,120000,600,1000,10,15842
Ammatar Navy Small Nosferatu Blueprint,15875,12000,12000,12000,120000,600,1000,10,15876
Ammatar Navy Medium Nosferatu Blueprint,15877,18000,18000,18000,120000,1200,1000,10,15878
Ammatar Navy Heavy Nosferatu Blueprint,15879,24000,24000,24000,120000,2400,1000,10,15880
Imperial Navy Small Nosferatu Blueprint,15881,12000,12000,12000,120000,600,1000,10,15882
Imperial Navy Medium Nosferatu Blueprint,15883,18000,18000,18000,120000,1200,1000,10,15884
Imperial Navy Heavy Nosferatu Blueprint,15885,24000,24000,24000,120000,2400,1000,10,15886
Caldari Navy Warp Scrambler Blueprint,15887,12000,12000,12000,120000,600,1000,10,15888
Caldari Navy Warp Disruptor Blueprint,15889,12000,12000,12000,120000,600,1000,10,15890
Republic Fleet Warp Disruptor Blueprint,15891,12000,12000,12000,120000,600,1000,10,15892
Republic Fleet Warp Scrambler Blueprint,15893,12000,12000,12000,120000,600,1000,10,15894
Federation Navy Magnetic Field Stabilizer Blueprint,15895,12000,12000,12000,120000,600,1000,10,15896
Caldari Navy Shield Boost Amplifier Blueprint,15905,12000,12000,12000,9000,600,300,10,15906
Republic Fleet Shield Boost Amplifier Blueprint,15907,12000,12000,12000,9000,600,300,10,15908
Caldari Navy EM Ward Amplifier Blueprint,15909,12000,12000,12000,120000,600,1000,10,15910
Caldari Navy Kinetic Deflection Amplifier Blueprint,15911,12000,12000,12000,120000,600,1000,10,15912
Caldari Navy Thermic Dissipation Amplifier Blueprint,15913,12000,12000,12000,120000,600,1000,10,15914
Caldari Navy Explosive Deflection Amplifier Blueprint,15915,12000,12000,12000,120000,600,1000,10,15916
Republic Fleet EM Ward Amplifier Blueprint,15917,12000,12000,12000,120000,600,1000,10,15918
Republic Fleet Kinetic Deflection Amplifier Blueprint,15919,12000,12000,12000,120000,600,1000,10,15920
Republic Fleet Thermic Dissipation Amplifier Blueprint,15921,12000,12000,12000,120000,600,1000,10,15922
Republic Fleet Explosive Deflection Amplifier Blueprint,15923,12000,12000,12000,120000,600,1000,10,15924
Caldari Navy Small Graviton Smartbomb Blueprint,15925,12000,12000,12000,120000,600,1000,10,15926
Caldari Navy Micro Graviton Smartbomb Blueprint,15927,12000,12000,12000,120000,600,1000,10,15928
Caldari Navy Medium Graviton Smartbomb Blueprint,15929,12000,12000,12000,120000,600,1000,10,15930
Caldari Navy Large Graviton Smartbomb Blueprint,15931,12000,12000,12000,120000,600,1000,10,15932
Republic Fleet Small Proton Smartbomb Blueprint,15935,12000,12000,12000,120000,600,1000,10,15936
Republic Fleet Medium Proton Smartbomb Blueprint,15937,12000,12000,12000,120000,600,1000,10,15938
Republic Fleet Large Proton Smartbomb Blueprint,15939,12000,12000,12000,120000,600,1000,10,15940
Ammatar Navy Small EMP Smartbomb Blueprint,15941,12000,12000,12000,120000,600,1000,10,15942
Ammatar Navy Medium EMP Smartbomb Blueprint,15945,12000,12000,12000,120000,600,1000,10,15946
Ammatar Navy Large EMP Smartbomb Blueprint,15947,12000,12000,12000,120000,600,1000,10,15948
Federation Navy Small Plasma Smartbomb Blueprint,15949,12000,12000,12000,120000,600,1000,10,15950
Federation Navy Medium Plasma Smartbomb Blueprint,15953,12000,12000,12000,120000,600,1000,10,15954
Federation Navy Large Plasma Smartbomb Blueprint,15955,12000,12000,12000,120000,600,1000,10,15956
Imperial Navy Small EMP Smartbomb Blueprint,15957,12000,12000,12000,120000,600,1000,10,15958
Imperial Navy Micro EMP Smartbomb Blueprint,15959,12000,12000,12000,120000,600,1000,10,15960
