eve_id,name,m3
9493,1400mm Carbine Howitzer I,20
9495,1400mm Gallium Cannon,20
9497,1400mm Prototype Siege Cannon,20
9518,Initiated Ion Field ECM I,5
9519,FZ-3 Subversive Spatial Destabilizer ECM,5
9520,'Penumbra' White Noise ECM,5
9521,Initiated Multispectral ECM I,5
9522,Faint Phase Inversion ECM I,5
9556,Upgraded Explosive Deflection Amplifier I,5
9562,Supplemental EM Ward Amplifier,5
9566,Supplemental Thermic Dissipation Amplifier,5
9568,Upgraded Thermic Dissipation Amplifier I,5
9570,Supplemental Kinetic Deflection Amplifier,5
9574,Supplemental Explosive Deflection Amplifier,5
9580,Upgraded EM Ward Amplifier I,5
9582,Upgraded Kinetic Deflection Amplifier I,5
9608,Limited Kinetic Deflection Field I,5
9622,Limited 'Anointed' EM Ward Field,5
9632,Limited Adaptive Invulnerability Field I,5
9646,Limited Explosive Deflection Field I,5
9660,Limited Thermic Dissipation Field I,5
9668,Large Rudimentary Concussion Bomb I,50
9670,Small Rudimentary Concussion Bomb I,5
9678,Large 'Vehemence' Shockwave Charge,50
9680,Small 'Vehemence' Shockwave Charge,5
9702,Micro Rudimentary Concussion Bomb I,2.5
9706,Micro 'Vehemence' Shockwave Charge,2.5
9728,Medium Rudimentary Concussion Bomb I,10
9734,Medium 'Vehemence' Shockwave Charge,10
9744,Small 'Notos' Explosive Charge I,5
9750,Micro 'Notos' Explosive Charge I,2.5
9762,Medium 'Notos' Explosive Charge I,10
9772,Large 'Notos' Explosive Charge I,50
9784,Small YF-12a Smartbomb,5
9790,Micro YF-12a Smartbomb,2.5
9800,Medium YF-12a Smartbomb,10
9808,Large YF-12a Smartbomb,50
9826,Carbon,2
9828,Silicon,0.38
9830,Rocket Fuel,1.5
9832,Coolant,1.5
9834,Guidance Systems,6
9836,Consumer Electronics,1.5
9838,Superconductors,1.5
9840,Transmitter,1.5
9842,Miniature Electronics,1.5
9844,Small Arms,2
9846,Planetary Vehicles,6
9848,Robotics,6
9850,Spirits,0.2
9852,Tobacco,0.2
9899,Ocular Filter - Basic,1
9941,Memory Augmentation - Basic,1
9942,Neural Boost - Basic,1
9943,Cybernetic Subprocessor - Basic,1
9944,Magnetic Field Stabilizer I,25
9945,Magnetic Field Stabilizer I Blueprint,0.01
9947,Standard Crash Booster,1
9950,Standard Blue Pill Booster,1
9956,Social Adaptation Chip - Basic,1
9957,Eifyr and Co. 'Gunslinger' Motion Prediction MR-703,1
10039,Civilian Shield Booster,5
10040,Civilian Shield Booster Blueprint,0.01
10151,Improved Crash Booster,1
10152,Strong Crash Booster,1
10155,Improved Blue Pill Booster,1
10156,Strong Blue Pill Booster,1
10164,Standard Sooth Sayer Booster,1
10165,Improved Sooth Sayer Booster,1
10166,Strong Sooth Sayer Booster,1
10188,Basic Magnetic Field Stabilizer,5
10190,Magnetic Field Stabilizer II,5
10191,Magnetic Field Stabilizer II Blueprint,0.01
10204,Zainou 'Deadeye' Sharpshooter ST-903,1
10208,Memory Augmentation - Standard,1
10209,Memory Augmentation - Improved,1
10210,Memory Augmentation - Advanced,1
10211,Memory Augmentation - Elite,1
10212,Neural Boost - Standard,1
10213,Neural Boost - Improved,1
10214,Neural Boost - Advanced,1
10215,Neural Boost - Elite,1
10216,Ocular Filter - Standard,1
10217,Ocular Filter - Improved,1
10218,Ocular Filter - Advanced,1
10219,Ocular Filter - Elite,1
10221,Cybernetic Subprocessor - Standard,1
10222,Cybernetic Subprocessor - Improved,1
10223,Cybernetic Subprocessor - Advanced,1
10224,Cybernetic Subprocessor - Elite,1
10225,Social Adaptation Chip - Standard,1
10226,Social Adaptation Chip - Improved,1
10227,Social Adaptation Chip - Advanced,1
10228,Zainou 'Gnome' Shield Management SM-703,1
10244,Zainou 'Gypsy' Signature Analysis SA-703,1
10246,Mining Drone I,5
10247,Mining Drone I Blueprint,0.01
10250,Mining Drone II,5
10251,Mining Drone II Blueprint,0.01
10257,Gallente Administrative Outpost Platform,750000
10258,Minmatar Service Outpost Platform,750000
10260,Amarr Factory Outpost Platform,750000
10629,Rocket Launcher I,5
10630,Rocket Launcher I Blueprint,0.01
10631,Rocket Launcher II,5
10632,Rocket Launcher II Blueprint,0.01
10646,Training Certificate,0.1
10678,125mm Railgun I,5
10679,125mm Railgun I Blueprint,0.01
10680,125mm Railgun II,5
10681,125mm Railgun II Blueprint,0.01
10688,125mm 'Scout' Accelerator Cannon,5
10690,125mm Carbide Railgun I,5
10692,125mm Compressed Coil Gun I,5
10694,125mm Prototype Gauss Gun,5
10836,Medium Shield Booster I,10
10837,Medium Shield Booster I Blueprint,0.01
10838,Large Shield Booster I,25
10839,Large Shield Booster I Blueprint,0.01
10840,X-Large Shield Booster I,50
10841,X-Large Shield Booster I Blueprint,0.01
10842,X-Large Shield Booster II,50
10843,X-Large Shield Booster II Blueprint,0.01
10850,Medium Shield Booster II,10
10851,Medium Shield Booster II Blueprint,0.01
10858,Large Shield Booster II,10
10859,Large Shield Booster II Blueprint,0.01
10866,Medium Neutron Saturation Injector I,10
10868,Medium Clarity Ward Booster I,10
10870,Medium Converse Deflection Catalyzer,10
10872,Medium C5-L Emergency Shield Overload I,10
10874,Large Neutron Saturation Injector I,25
10876,Large Clarity Ward Booster I,25
10878,Large Converse Deflection Catalyzer,25
10880,Large C5-L Emergency Shield Overload I,25
10882,X-Large Neutron Saturation Injector I,50
10884,X-Large Clarity Ward Booster I,50
10886,X-Large Converse Deflection Catalyzer,50
10888,X-Large C5-L Emergency Shield Overload I,50
10998,Warp Core Stabilizer I,5
11011,Guardian-Vexor,115000
11012,Guardian-Vexor Blueprint,0.01
11013,Drug Contact List,0.1
11014,Command Processor I,5
11017,Skirmish Warfare Link - Interdiction Maneuvers I,60
11052,Information Warfare Link - Sensor Integrity I,60
11066,Trinary Data,0.1
11067,Nugoeihuvi Data Chip,0.1
11068,Special Delivery,0.1
11069,Criminal Dog Tag,0.1
11070,Religious Artifact,0.1
11071,Battery Cartridge,0.1
11082,Small Railgun Specialization,0.01
11083,Small Beam Laser Specialization,0.01
11084,Small Autocannon Specialization,0.01
11101,Linear Flux Stabilizer I,5
11103,Insulated Stabilizer Array I,5
11105,Magnetic Vortex Stabilizer I,5
11107,Gauss Field Balancer I,5
11109,Linear Flux Stabilizer,5
11111,Insulated Stabilizer Array,5
11113,Magnetic Vortex Stabilizer,5
11115,Gauss Field Balancer,5
11129,Gallente Shuttle,5000
11130,Gallente Shuttle Blueprint,0.01
11132,Minmatar Shuttle,5000
11133,Minmatar Shuttle Blueprint,0.01
11134,Amarr Shuttle,5000
11135,Amarr Shuttle Blueprint,0.01
11172,Helios,23000
11173,Helios Blueprint,0.01
11174,Keres,23000
11175,Keres Blueprint,0.01
11176,Crow,18000
11177,Crow Blueprint,0.01
11178,Raptor,18000
11179,Raptor Blueprint,0.01
11182,Cheetah,17400
11183,Cheetah Blueprint,0.01
11184,Crusader,28100
11185,Crusader Blueprint,0.01
11186,Malediction,28100
11187,Malediction Blueprint,0.01
11188,Anathema,28100
11189,Anathema Blueprint,0.01
11190,Sentinel,28100
11191,Sentinel Blueprint,0.01
11192,Buzzard,19400
11193,Buzzard Blueprint,0.01
11194,Kitsune,19400
11195,Kitsune Blueprint,0.01
11196,Claw,17400
11197,Claw Blueprint,0.01
11198,Stiletto,17400
11199,Stiletto Blueprint,0.01
11200,Taranis,22500
11201,Taranis Blueprint,0.01
11202,Ares,22500
11203,Ares Blueprint,0.01
11207,Advanced Weapon Upgrades,0.01
11215,Basic Energized EM Membrane,25
11216,Basic Energized EM Membrane Blueprint,0.01
11217,Energized EM Membrane I,25
11218,Energized EM Membrane I Blueprint,0.01
11219,Energized EM Membrane II,5
11220,Energized EM Membrane II Blueprint,0.01
11225,Basic Energized Explosive Membrane,25
11226,Basic Energized Explosive Membrane Blueprint,0.01
11227,Energized Explosive Membrane I,25
11228,Energized Explosive Membrane I Blueprint,0.01
11229,Energized Explosive Membrane II,5
11230,Energized Explosive Membrane II Blueprint,0.01
11235,Basic Energized Armor Layering Membrane,25
11236,Basic Energized Armor Layering Membrane Blueprint,0.01
11237,Energized Armor Layering Membrane I,25
11238,Energized Armor Layering Membrane I Blueprint,0.01
11239,Energized Armor Layering Membrane II,5
11240,Energized Armor Layering Membrane II Blueprint,0.01
11245,Basic Energized Kinetic Membrane,25
11246,Basic Energized Kinetic Membrane Blueprint,0.01
11247,Energized Kinetic Membrane I,25
11248,Energized Kinetic Membrane I Blueprint,0.01
11249,Energized Kinetic Membrane II,5
11250,Energized Kinetic Membrane II Blueprint,0.01
11255,Basic Energized Thermic Membrane,25
11256,Basic Energized Thermic Membrane Blueprint,0.01
11257,Energized Thermic Membrane I,25
11258,Energized Thermic Membrane I Blueprint,0.01
11259,Energized Thermic Membrane II,5
11260,Energized Thermic Membrane II Blueprint,0.01
11265,Basic Energized Adaptive Nano Membrane,25
11266,Basic Energized Adaptive Nano Membrane Blueprint,0.01
11267,Energized Adaptive Nano Membrane I,25
11268,Energized Adaptive Nano Membrane I Blueprint,0.01
11269,Energized Adaptive Nano Membrane II,5
11270,Energized Adaptive Nano Membrane II Blueprint,0.01
11277,Armor Thermic Hardener I,20
11278,Armor Thermic Hardener I Blueprint,0.01
11279,1600mm Reinforced Steel Plates I,100
11280,1600mm Reinforced Steel Plates I Blueprint,0.01
11283,Cap Booster 150,6
11284,Cap Booster 150 Blueprint,0.01
11285,Cap Booster 200,8
11286,Cap Booster 200 Blueprint,0.01
11287,Cap Booster 400,16
11288,Cap Booster 400 Blueprint,0.01
11289,Cap Booster 800,32
11290,Cap Booster 800 Blueprint,0.01
11291,50mm Reinforced Steel Plates I,5
11292,50mm Reinforced Steel Plates I Blueprint,0.01
11293,100mm Reinforced Steel Plates I,5
11294,100mm Reinforced Steel Plates I Blueprint,0.01
11295,200mm Reinforced Steel Plates I,10
11296,200mm Reinforced Steel Plates I Blueprint,0.01
11297,400mm Reinforced Steel Plates I,25
11298,400mm Reinforced Steel Plates I Blueprint,0.01
11299,800mm Reinforced Steel Plates I,50
11300,800mm Reinforced Steel Plates I Blueprint,0.01
11301,Armor EM Hardener I,20
11302,Armor EM Hardener I Blueprint,0.01
11303,Armor Explosive Hardener I,20
11304,Armor Explosive Hardener I Blueprint,0.01
11305,Armor Kinetic Hardener I,20
11306,Armor Kinetic Hardener I Blueprint,0.01
11307,400mm Reinforced Titanium Plates I,10
11309,400mm Reinforced Rolled Tungsten Plates I,10
11311,400mm Reinforced Crystalline Carbonide Plates I,10
11313,400mm Reinforced Nanofiber Plates I,10
11315,800mm Reinforced Titanium Plates I,20
11317,800mm Reinforced Rolled Tungsten Plates I,20
11319,800mm Reinforced Crystalline Carbonide Plates I,20
11321,800mm Reinforced Nanofiber Plates I,20
11323,1600mm Reinforced Titanium Plates I,20
11325,1600mm Reinforced Rolled Tungsten Plates I,20
11327,1600mm Reinforced Crystalline Carbonide Plates I,20
11329,1600mm Reinforced Nanofiber Plates I,20
11331,50mm Reinforced Titanium Plates I,5
11333,50mm Reinforced Rolled Tungsten Plates I,5
11335,50mm Reinforced Crystalline Carbonide Plates I,5
11337,50mm Reinforced Nanofiber Plates I,5
11339,100mm Reinforced Titanium Plates I,5
11341,100mm Reinforced Rolled Tungsten Plates I,5
11343,100mm Reinforced Crystalline Carbonide Plates I,5
11345,100mm Reinforced Nanofiber Plates I,5
11347,200mm Reinforced Titanium Plates I,10
11349,200mm Reinforced Rolled Tungsten Plates I,10
11351,200mm Reinforced Crystalline Carbonide Plates I,10
11353,200mm Reinforced Nanofiber Plates I,10
11355,Small Remote Armor Repairer I,5
11356,Small Remote Armor Repairer I Blueprint,0.01
11357,Medium Remote Armor Repairer I,10
11358,Medium Remote Armor Repairer I Blueprint,0.01
11359,Large Remote Armor Repairer I,50
11360,Large Remote Armor Repairer I Blueprint,0.01
11365,Vengeance,28600
11366,Vengeance Blueprint,0.01
11370,Prototype Cloaking Device I,100
11371,Wolf,27289
11372,Wolf Blueprint,0.01
11377,Nemesis,28100
11378,Nemesis Blueprint,0.01
11379,Hawk,16500
11380,Hawk Blueprint,0.01
11381,Harpy,16500
11382,Harpy Blueprint,0.01
11387,Hyena,17400
11388,Hyena Blueprint,0.01
11393,Retribution,28600
11394,Retribution Blueprint,0.01
11395,Deep Core Mining,0.01
11396,Mercoxit,40
11399,Morphite,0.01
11400,Jaguar,27289
11401,Jaguar Blueprint,0.01
11433,High Energy Physics,0.01
11441,Plasma Physics,0.01
11442,Nanite Engineering,0.01
11443,Hydromagnetic Physics,0.01
11444,Amarrian Starship Engineering,0.01
11445,Minmatar Starship Engineering,0.01
11446,Graviton Physics,0.01
11447,Laser Physics,0.01
11448,Electromagnetic Physics,0.01
11449,Rocket Science,0.01
11450,Gallentean Starship Engineering,0.01
11451,Nuclear Physics,0.01
11452,Mechanical Engineering,0.01
11453,Electronic Engineering,0.01
11454,Caldari Starship Engineering,0.01
11455,Quantum Physics,0.01
11457,R.Db - Viziam,4
11458,R.Db - Khanid Innovation,4
11459,R.Db - Carthum Conglomerate,4
11460,R.Db - Thukker Mix,4
11461,R.Db - Boundless Creations,4
11462,R.Db - Core Complexion,4
11463,R.Db - Ishukone,4
11464,R.Db - Kaalakiota,4
11465,R.Db - Roden Shipyards,4
11466,R.Db - CreoDron,4
11467,R.Db - Duvolle Labs,4
11475,R.A.M.- Armor/Hull Tech,4
11476,R.A.M.- Ammunition Tech,4
11478,R.A.M.- Starship Tech,4
11481,R.A.M.- Robotics,4
11482,R.A.M.- Energy Tech,4
11483,R.A.M.- Electronics,4
11484,R.A.M.- Shield Tech,4
11485,R.A.M.- Cybernetics,4
11486,R.A.M.- Weapon Tech,4
11487,Astronautic Engineering,0.01
11488,Huge Secure Container,1500
11489,Giant Secure Container,3000
11496,Datacore - Defensive Subsystems Engineering,1
11508,Cross of the Sacred Throne Order,0.1
11509,Onyx Heart of Valor,0.1
11510,Aidonis Honorary Fellow Medallion,0.1
11511,Liberty Tattoo of the Minmatar Nation,0.1
11512,Enlightened Soul Silver Shield,0.1
11528,Jovian Delegates,0.1
11529,Molecular Engineering,0.01
11530,Plasma Thruster,1
11531,Ion Thruster,1
11532,Fusion Thruster,1
11533,Magpulse Thruster,1
11534,Gravimetric Sensor Cluster,1
11535,Magnetometric Sensor Cluster,1
11536,Ladar Sensor Cluster,1
11537,Radar Sensor Cluster,1
11538,Nanomechanical Microprocessor,1
11539,Nanoelectrical Microprocessor,1
11540,Quantum Microprocessor,1
11541,Photon Microprocessor,1
11542,Fernite Carbide Composite Armor Plate,1
11543,Tungsten Carbide Armor Plate,1
11544,Titanium Diborite Armor Plate,1
11545,Crystalline Carbonide Armor Plate,1
11547,Fusion Reactor Unit,1
11548,Nuclear Reactor Unit,1
11549,Antimatter Reactor Unit,1
11550,Graviton Reactor Unit,1
11551,Electrolytic Capacitor Unit,1
11552,Scalar Capacitor Unit,1
11553,Oscillator Capacitor Unit,1
11554,Tesseract Capacitor Unit,1
11555,Deflection Shield Emitter,1
11556,Pulse Shield Emitter,1
11557,Linear Shield Emitter,1
11558,Sustained Shield Emitter,1
11561,Shield Boost Amplifier I,25
11562,Shield Boost Amplifier I Blueprint,0.01
11563,Micro Auxiliary Power Core I,20
11564,Micro Auxiliary Power Core I Blueprint,0.01
11566,Thermic Shield Compensation,0.01
11567,Avatar,155000000
11568,Avatar Blueprint,0.01
11569,Armored Warfare Specialist,0.01
11572,Skirmish Warfare Specialist,0.01
11574,Wing Command,0.01
11577,Improved Cloaking Device II,100
11578,Covert Ops Cloaking Device II,100
11579,Cloaking,0.01
11584,Anchoring,0.01
11585,Pax Amarria,0.1
11586,Signed Copy of Pax Amarria,0.1
11587,Temple Stone,0.1
11588,Defunct Drone Sensor Module,0.1
11602,Gallente Federation Transaction And Salary Logs,1
11603,Shiez Kuzaks Ship Database,0.1
11604,Caldari State Transaction And Salary Logs,1
11606,Amarr Empire Transaction And Salary Logs,1
11607,Minmatar Republic Transaction And Salary Logs,1
11608,Ammatar Transaction and salary logs,1
11610,Nugoeihuvi reports,0.1
11612,Heat Sink I Blueprint,0.01
11613,Warp Core Stabilizer I Blueprint,0.01
11614,Tracking Disruptor I Blueprint,0.01
11616,Tracking Enhancer I Blueprint,0.01
11617,Remote Tracking Computer I Blueprint,0.01
11619,Co-Processor I Blueprint,0.01
11620,Sensor Booster I Blueprint,0.01
11621,Tracking Computer I Blueprint,0.01
11622,ECCM - Gravimetric I Blueprint,0.01
11623,ECCM - Ladar I Blueprint,0.01
11624,ECCM - Magnetometric I Blueprint,0.01
11625,ECCM - Radar I Blueprint,0.01
11626,ECCM - Omni I Blueprint,0.01
11628,ECM - Ion Field Projector I Blueprint,0.01
11629,ECM - Multispectral Jammer I Blueprint,0.01
11630,ECM - Phase Inverter I Blueprint,0.01
11631,ECM - Spatial Destabilizer I Blueprint,0.01
11632,ECM - White Noise Generator I Blueprint,0.01
11634,Signal Amplifier I Blueprint,0.01
11635,Personal Information Data,1
11640,Warp Core Stabilizer II,5
11641,Warp Core Stabilizer II Blueprint,0.01
11642,Armor EM Hardener II,5
11643,Armor EM Hardener II Blueprint,0.01
11644,Armor Kinetic Hardener II,5
11645,Armor Kinetic Hardener II Blueprint,0.01
11646,Armor Explosive Hardener II,5
11647,Armor Explosive Hardener II Blueprint,0.01
11648,Armor Thermic Hardener II,5
11649,Armor Thermic Hardener II Blueprint,0.01
11654,Korim Kor-Azor,1
11688,Particle Accelerator Unit,1
11689,Laser Focusing Crystals,1
11690,Superconductor Rails,1
11691,Thermonuclear Trigger Unit,1
11692,Nuclear Pulse Generator,1
11693,Graviton Pulse Generator,1
11694,EM Pulse Generator,1
11695,Plasma Pulse Generator,1
11701,Thanok,1
11702,Transaction And Salary Logs,1
11703,Angel Cartel Plans,0.1
11707,Strange Mechanical Device,2
11709,Comatose Alena Karyn,1
11723,Design Documents,0.5
11724,Glossy Compound,1
11725,Plush Compound,1
11732,Sheen Compound,1
11733,Motley Compound,1
11734,Opulent Compound,1
11735,Dark Compound,1
11736,Lustering Alloy,1
11737,Precious Alloy,1
11738,Lucent Compound,1
11739,Condensed Alloy,1
11740,Gleaming Alloy,1
11741,Crystal Compound,1
11742,The Damsel,0.1
11746,R.Db - Lai Dai,4
11747,Co-Processor II Blueprint,0.01
11750,ECCM - Gravimetric II Blueprint,0.01
11754,ECCM - Ladar II Blueprint,0.01
11758,ECCM - Magnetometric II Blueprint,0.01
11762,ECCM - Omni II Blueprint,0.01
11766,ECCM - Radar II Blueprint,0.01
11770,ECCM Projector I Blueprint,0.01
11771,ECCM Projector II Blueprint,0.01
11775,ECM - Ion Field Projector II Blueprint,0.01
11779,ECM - Multispectral Jammer II Blueprint,0.01
11783,ECM - Phase Inverter II Blueprint,0.01
11787,ECM - Spatial Destabilizer II Blueprint,0.01
11791,ECM - White Noise Generator II Blueprint,0.01
11795,Heat Sink II Blueprint,0.01
11798,Remote Sensor Booster I Blueprint,0.01
11799,Remote Sensor Booster II Blueprint,0.01
11803,Remote Sensor Dampener I Blueprint,0.01
11804,Remote Sensor Dampener II Blueprint,0.01
11808,Sensor Booster II Blueprint,0.01
11812,Signal Amplifier II Blueprint,0.01
11820,Gravimetric Backup Array I Blueprint,0.01
11821,Gravimetric Backup Array II Blueprint,0.01
11824,LADAR Backup Array I Blueprint,0.01
11825,LADAR Backup Array II Blueprint,0.01
11828,Magnetometric Backup Array I Blueprint,0.01
11829,Magnetometric Backup Array II Blueprint,0.01
11832,Multi Sensor Backup Array I Blueprint,0.01
11833,Multi Sensor Backup Array II Blueprint,0.01
11836,RADAR Backup Array I Blueprint,0.01
11837,RADAR Backup Array II Blueprint,0.01
11840,Tracking Computer II Blueprint,0.01
11844,Tracking Disruptor II Blueprint,0.01
11848,Tracking Enhancer II Blueprint,0.01
11851,Remote Tracking Computer II Blueprint,0.01
11855,Protein Delicacies,0.5
11856,Foundation Stone,180
11857,R.Db - Roden Shipyards Blueprint,0.01
11859,R.A.M.- Energy Tech Blueprint,0.01
11860,R.A.M.- Cybernetics Blueprint,0.01
11870,R.A.M.- Electronics Blueprint,0.01
11872,R.A.M.- Ammunition Tech Blueprint,0.01
11873,R.A.M.- Armor/Hull Tech Blueprint,0.01
11876,R.Db - Boundless Creations Blueprint,0.01
11877,R.Db - Core Complexion Blueprint,0.01
11878,R.Db - CreoDron Blueprint,0.01
11879,R.Db - Duvolle Labs Blueprint,0.01
11880,R.Db - Carthum Conglomerate Blueprint,0.01
11881,R.Db - Kaalakiota Blueprint,0.01
11882,R.Db - Khanid Innovation Blueprint,0.01
11883,R.Db - Thukker Mix Blueprint,0.01
11884,R.Db - Viziam Blueprint,0.01
11885,R.Db - Ishukone Blueprint,0.01
11886,R.Db - Lai Dai Blueprint,0.01
11887,R.A.M.- Robotics Blueprint,0.01
11889,R.A.M.- Shield Tech Blueprint,0.01
11890,R.A.M.- Starship Tech Blueprint,0.01
11891,R.A.M.- Weapon Tech Blueprint,0.01
11936,Apocalypse Imperial Issue,495000
11937,Apocalypse Imperial Issue Blueprint,0.01
11938,Armageddon Imperial Issue,486000
11940,Gold Magnate,28100
11942,Silver Magnate,28100
11944,Synthetic Coffee,0.2
11957,Falcon,96000
11958,Falcon Blueprint,0.01
11959,Rook,96000
11960,Rook Blueprint,0.01
11961,Huginn,85000
11962,Huginn Blueprint,0.01
11963,Rapier,85000
11964,Rapier Blueprint,0.01
11965,Pilgrim,120000
11966,Pilgrim Blueprint,0.01
11969,Arazu,116000
11970,Arazu Blueprint,0.01
11971,Lachesis,116000
11972,Lachesis Blueprint,0.01
11978,Scimitar,89000
11979,Scimitar Blueprint,0.01
11985,Basilisk,107000
11986,Basilisk Blueprint,0.01
11987,Guardian,115000
11988,Guardian Blueprint,0.01
11989,Oneiros,113000
11990,Oneiros Blueprint,0.01
11993,Cerberus,92000
11994,Cerberus Blueprint,0.01
11995,Onyx,92000
11996,Onyx Blueprint,0.01
11999,Vagabond,80000
12000,Vagabond Blueprint,0.01
12003,Zealot,118000
12004,Zealot Blueprint,0.01
12005,Ishtar,115000
12006,Ishtar Blueprint,0.01
12011,Eagle,101000
12012,Eagle Blueprint,0.01
12013,Broadsword,96000
12014,Broadsword Blueprint,0.01
12015,Muninn,96000
12016,Muninn Blueprint,0.01
12017,Devoter,118000
12018,Devoter Blueprint,0.01
12019,Sacrilege,118000
12020,Sacrilege Blueprint,0.01
12021,Phobos,112000
12022,Phobos Blueprint,0.01
12023,Deimos,112000
12024,Deimos Blueprint,0.01
12031,Manticore Blueprint,0.01
12032,Manticore,28100
12034,Hound,28100
12035,Hound Blueprint,0.01
12038,Purifier,28100
12041,Purifier Blueprint,0.01
12042,Ishkur,29500
12043,Ishkur Blueprint,0.01
12044,Enyo,29500
12045,Enyo Blueprint,0.01
12049,Slaver,2
12052,10MN Microwarpdrive I,25
12053,10MN Microwarpdrive I Blueprint,0.01
12054,100MN Microwarpdrive I,50
12055,100MN Microwarpdrive I Blueprint,0.01
12056,10MN Afterburner I,25
12057,10MN Afterburner I Blueprint,0.01
12058,10MN Afterburner II,5
12059,10MN Afterburner II Blueprint,0.01
12066,100MN Afterburner I,50
12067,100MN Afterburner I Blueprint,0.01
12068,100MN Afterburner II,5
12069,100MN Afterburner II Blueprint,0.01
12076,10MN Microwarpdrive II,10
12077,10MN Microwarpdrive II Blueprint,0.01
12084,100MN Microwarpdrive II,10
12085,100MN Microwarpdrive II Blueprint,0.01
12092,Interceptors,0.01
12093,Covert Ops,0.01
12095,Assault Frigates,0.01
12096,Logistics,0.01
12098,Interdictors,0.01
12102,Large Remote Capacitor Transmitter II,5
12103,Large Remote Capacitor Transmitter II Blueprint,0.01
12104,Improved Cloaking Device II Blueprint,0.01
12105,Covert Ops Cloaking Device II Blueprint,0.01
12108,Deep Core Mining Laser I,5
12109,Deep Core Mining Laser I Blueprint,0.01
12110,Homeless,3
12179,Research Project Management,0.01
12180,Arkonor Processing,0.01
12181,Bistot Processing,0.01
12182,Crokite Processing,0.01
12183,Dark Ochre Processing,0.01
12184,Gneiss Processing,0.01
12185,Hedbergite Processing,0.01
12186,Hemorphite Processing,0.01
12187,Jaspet Processing,0.01
12188,Kernite Processing,0.01
12189,Mercoxit Processing,0.01
12190,Omber Processing,0.01
12191,Plagioclase Processing,0.01
12192,Pyroxeres Processing,0.01
12193,Scordite Processing,0.01
12194,Spodumain Processing,0.01
12195,Veldspar Processing,0.01
12196,Scrapmetal Processing,0.01
12198,Mobile Small Warp Disruptor I,65
12199,Mobile Medium Warp Disruptor I,195
12200,Mobile Large Warp Disruptor I,585
12201,Small Artillery Specialization,0.01
12202,Medium Artillery Specialization,0.01
12203,Large Artillery Specialization,0.01
12204,Medium Beam Laser Specialization,0.01
12205,Large Beam Laser Specialization,0.01
12206,Medium Railgun Specialization,0.01
12207,Large Railgun Specialization,0.01
12208,Medium Autocannon Specialization,0.01
12209,Large Autocannon Specialization,0.01
12210,Small Blaster Specialization,0.01
12211,Medium Blaster Specialization,0.01
12212,Large Blaster Specialization,0.01
12213,Small Pulse Laser Specialization,0.01
12214,Medium Pulse Laser Specialization,0.01
12215,Large Pulse Laser Specialization,0.01
12217,Medium Remote Capacitor Transmitter I,25
12218,Medium Remote Capacitor Transmitter I Blueprint,0.01
12219,Capital Remote Capacitor Transmitter I,4000
12220,Capital Remote Capacitor Transmitter I Blueprint,0.01
12221,Medium Remote Capacitor Transmitter II,5
12222,Medium Remote Capacitor Transmitter II Blueprint,0.01
12225,Large Remote Capacitor Transmitter I,50
12226,Large Remote Capacitor Transmitter I Blueprint,0.01
12235,Amarr Control Tower,8000
12236,Gallente Control Tower,8000
12237,Ship Maintenance Array,8000
12238,Refining Array,4000
12239,Medium Intensive Refining Array,4000
12241,Sovereignty,0.01
12243,Science Graduates,3
12250,Criminal DNA,0.1
12257,Medium Nosferatu I,25
12258,Medium Nosferatu I Blueprint,0.01
12259,Medium Nosferatu II,5
12260,Medium Nosferatu II Blueprint,0.01
12261,Heavy Nosferatu I,50
12262,Heavy Nosferatu I Blueprint,0.01
12263,Heavy Nosferatu II,5
12264,Heavy Nosferatu II Blueprint,0.01
12265,Medium Energy Neutralizer I,5
12266,Medium Energy Neutralizer I Blueprint,0.01
12267,Medium Energy Neutralizer II,5
12268,Medium Energy Neutralizer II Blueprint,0.01
12269,Heavy Energy Neutralizer I,50
12270,Heavy Energy Neutralizer I Blueprint,0.01
12271,Heavy Energy Neutralizer II,5
12272,Heavy Energy Neutralizer II Blueprint,0.01
12274,Ballistic Control System I,5
12275,Ballistic Control System I Blueprint,0.01
12297,Mobile Small Warp Disruptor I Blueprint,0.01
12300,Mobile Medium Warp Disruptor I Blueprint,0.01
12301,Mobile Large Warp Disruptor I Blueprint,0.01
12302,Test Dummies,2
12303,Unassembled Energy Weapons,5
12304,Angel Copper Tag,0.1
12305,Drone Navigation,0.01
12344,200mm Railgun I,10
12345,200mm Railgun I Blueprint,0.01
12346,200mm Railgun II,10
12347,200mm Railgun II Blueprint,0.01
12354,350mm Railgun I,50
12355,350mm Railgun I Blueprint,0.01
12356,350mm Railgun II,20
12357,350mm Railgun II Blueprint,0.01
12365,EM Shield Compensation,0.01
12366,Kinetic Shield Compensation,0.01
12367,Explosive Shield Compensation,0.01
12441,Missile Bombardment,0.01
12442,Missile Projection,0.01
12478,Khumaak,0.3
12484,Amarr Drone Specialization,0.01
12485,Minmatar Drone Specialization,0.01
12486,Gallente Drone Specialization,0.01
12487,Caldari Drone Specialization,0.01
12528,Angel Silver Tag,0.1
12529,Angel Brass Tag,0.1
12530,Angel Palladium Tag,0.1
12531,Angel Crystal Tag,0.1
12532,Blood Bronze Tag,0.1
12533,Blood Silver Tag,0.1
12534,Blood Upper-Tier Tag,0.1
12535,Blood Platinum Tag,0.1
